"Speaker","participant_year_of_birth","Gender","Vowel","F1","F2"
"speaker_388",1948,"M","GOOSE",-0.313786171481616,0.330081582775104
"speaker_388",1948,"M","GOOSE",-0.523732129151043,0.29150742124147
"speaker_388",1948,"M","GOOSE",-0.60537777935582,0.831545682712349
"speaker_388",1948,"M","GOOSE",-0.278795178536712,-0.103877734478281
"speaker_388",1948,"M","GOOSE",-1.37517962414372,1.01798746345825
"speaker_388",1948,"M","GOOSE",-0.535395793466011,-0.29031951522418
"speaker_388",1948,"M","GOOSE",-1.11857900921442,0.764040900028489
"speaker_388",1948,"M","GOOSE",-0.348777164426521,0.728681251955991
"speaker_388",1948,"M","GOOSE",-1.24687931667907,0.288292907780334
"speaker_388",1948,"M","GOOSE",-1.10691534489945,0.979413301924614
"speaker_388",1948,"M","GOOSE",-0.710350758190534,0.105065640495571
"speaker_388",1948,"M","GOOSE",-0.628705107985757,0.648318415427586
"speaker_388",1948,"M","KIT",-0.267131514221744,-0.724278832477565
"speaker_388",1948,"M","KIT",-0.512068464836075,-1.70791995158524
"speaker_388",1948,"M","KIT",-0.0921765494972212,-0.785354588239152
"speaker_388",1948,"M","KIT",-0.313786171481616,-0.428543594053036
"speaker_388",1948,"M","KIT",0.164424065432078,-0.261388894073954
"speaker_388",1948,"M","KIT",-0.395431821686393,-0.402827486363946
"speaker_388",1948,"M","KIT",-0.255467849906775,-0.0138713575664679
"speaker_388",1948,"M","KIT",-0.86197839428512,-0.852859370923012
"speaker_388",1948,"M","KIT",-0.558723122095948,-0.383540405597129
"speaker_388",1948,"M","KIT",-0.138831206757094,-0.402827486363946
"speaker_388",1948,"M","KIT",-0.60537777935582,0.0150592635837577
"speaker_388",1948,"M","KIT",-0.757005415450406,-0.380325892135993
"speaker_388",1948,"M","KIT",0.222742387006919,-0.830357776695059
"speaker_388",1948,"M","KIT",0.0827784152273012,-0.293534028685316
"speaker_388",1948,"M","KIT",0.537661323511059,-0.084590653711464
"speaker_388",1948,"M","LOT",0.234406051321887,-1.85900208425864
"speaker_388",1948,"M","LOT",1.58739111185819,-1.53433622468388
"speaker_388",1948,"M","LOT",0.444352008991314,-1.4379008208498
"speaker_388",1948,"M","LOT",1.42409981144864,-1.84614403041409
"speaker_388",1948,"M","LOT",0.40936101604641,-0.60212732095439
"speaker_388",1948,"M","LOT",1.55240011891329,-1.97472456885954
"speaker_388",1948,"M","LOT",1.09751721062953,-1.43468630738866
"speaker_388",1948,"M","LOT",0.572652316455964,-1.53755073814502
"speaker_388",1948,"M","LOT",0.887571252960104,-1.38646860547162
"speaker_388",1948,"M","LOT",-0.208813192646903,-1.5182636573782
"speaker_388",1948,"M","LOT",1.49408179733845,-1.53112171122275
"speaker_388",1948,"M","LOT",1.05086255336966,-0.512120944042577
"speaker_388",1948,"M","LOT",0.525997659196091,-1.47647498238343
"speaker_388",1948,"M","LOT",0.444352008991314,-1.3221783362489
"speaker_388",1948,"M","LOT",0.840916595700232,-1.45397338815548
"speaker_388",1948,"M","NURSE",-0.745341751135438,0.71260868465031
"speaker_388",1948,"M","NURSE",-0.896969387230024,0.310794502008287
"speaker_388",1948,"M","NURSE",-1.00194236606474,0.825116655790077
"speaker_388",1948,"M","NURSE",-1.31686130256888,0.326867069313968
"speaker_388",1948,"M","NURSE",-0.197149528331935,0.854047276940302
"speaker_388",1948,"M","NURSE",-0.208813192646903,0.513308850059866
"speaker_388",1948,"M","NURSE",-1.03693335900964,0.657961955810995
"speaker_388",1948,"M","NURSE",-0.86197839428512,0.526166903904411
"speaker_388",1948,"M","NURSE",-0.815323737025247,0.314009015469423
"speaker_388",1948,"M","NURSE",-0.73367808682047,0.246504232785563
"speaker_388",1948,"M","NURSE",-1.55013458886824,0.744753819261672
"speaker_388",1948,"M","NURSE",-0.687023429560597,0.465091148142824
"speaker_388",1948,"M","NURSE",-0.617041443670788,0.767255413489625
"speaker_388",1948,"M","NURSE",-0.86197839428512,0.153283342412614
"speaker_388",1948,"M","NURSE",-1.07192435195455,0.439375040453734
"speaker_388",1948,"M","START",1.35411782555883,0.0439898847339834
"speaker_388",1948,"M","START",2.28721097075628,-0.418900053669627
"speaker_388",1948,"M","START",2.29887463507125,-0.00422781718305937
"speaker_388",1948,"M","START",0.840916595700232,-0.483190322892351
"speaker_388",1948,"M","START",2.18223799192157,-0.9139351266846
"speaker_388",1948,"M","START",1.99561936288208,-0.586054753648709
"speaker_388",1948,"M","START",1.89064638404737,0.037560857811711
"speaker_388",1948,"M","START",2.26388364212635,-0.293534028685316
"speaker_388",1948,"M","START",1.27247217535405,-0.367467838291448
"speaker_388",1948,"M","START",1.66903676206297,-0.496048376736896
"speaker_388",1948,"M","START",2.19390165623654,-0.721064319016429
"speaker_388",1948,"M","START",2.1705743276066,-0.18102605754555
